Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.1
Gabon,GAB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-1.01552844047546
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.779809296131134
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.872693359851837
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.704819560050964
"Gambia, The",GMB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
"Gambia, The",GMB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.9
"Gambia, The",GMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.281129717826843
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.590593457221985
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.374314546585083
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.639587819576263
Georgia,GEO,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Georgia,GEO,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Georgia,GEO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.617694795131683
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.791285872459412
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.177279338240623
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,0.946578145027161
Germany,DEU,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Germany,DEU,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.66416621208191
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.18541669845581
Germany,DEU,Rule of Law: Estimate,RL.EST,1.55120778083801
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.45697498321533
Ghana,GHA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Ghana,GHA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.5
Ghana,GHA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.0990211144089699
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.092661589384079
Ghana,GHA,Rule of Law: Estimate,RL.EST,-0.0996378883719444
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,-0.18065220117569
Greece,GRC,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Greece,GRC,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Greece,GRC,Control of Corruption: Estimate,CC.EST,0.0978469252586365
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.148003026843071
Greece,GRC,Rule of Law: Estimate,RL.EST,0.213158577680588
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.578935325145721
Grenada,GRD,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Grenada,GRD,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4
Grenada,GRD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Grenada,GRD,Control of Corruption: Estimate,CC.EST,0.558168590068817
Grenada,GRD,Government Effectiveness: Estimate,GE.EST,-0.0060560517013073
Grenada,GRD,Rule of Law: Estimate,RL.EST,0.604949295520782
Grenada,GRD,Regulatory Quality: Estimate,RQ.EST,0.314693748950958
Guatemala,GTM,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Guatemala,GTM,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guatemala,GTM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guatemala,GTM,Control of Corruption: Estimate,CC.EST,-1.12161290645599
Guatemala,GTM,Government Effectiveness: Estimate,GE.EST,-0.897167265415192
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-1.07527709007263
Guatemala,GTM,Regulatory Quality: Estimate,RQ.EST,-0.290354937314987
Guinea,GIN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Guinea,GIN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.1
Guinea,GIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guinea,GIN,Control of Corruption: Estimate,CC.EST,-0.897673428058624
Guinea,GIN,Government Effectiveness: Estimate,GE.EST,-0.907938599586487
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.11396610736847
Guinea,GIN,Regulatory Quality: Estimate,RQ.EST,-1.07605743408203
Guinea-Bissau,GNB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Guinea-Bissau,GNB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.5
Guinea-Bissau,GNB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guinea-Bissau,GNB,Control of Corruption: Estimate,CC.EST,-1.1783698797226
Guinea-Bissau,GNB,Government Effectiveness: Estimate,GE.EST,-1.43258428573608
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.43643689155579
Guinea-Bissau,GNB,Regulatory Quality: Estimate,RQ.EST,-1.24987518787384
Guyana,GUY,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Guyana,GUY,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9
Guyana,GUY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Guyana,GUY,Control of Corruption: Estimate,CC.EST,-0.383745014667511
Guyana,GUY,Government Effectiveness: Estimate,GE.EST,-0.294486999511719
Guyana,GUY,Rule of Law: Estimate,RL.EST,-0.342232912778854
Guyana,GUY,Regulatory Quality: Estimate,RQ.EST,-0.563037872314453
Haiti,HTI,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Haiti,HTI,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.3
Haiti,HTI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Haiti,HTI,Control of Corruption: Estimate,CC.EST,-1.44387412071228
Haiti,HTI,Government Effectiveness: Estimate,GE.EST,-2.22533392906189
Haiti,HTI,Rule of Law: Estimate,RL.EST,-1.3636075258255
Haiti,HTI,Regulatory Quality: Estimate,RQ.EST,-1.39060175418854
Honduras,HND,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Honduras,HND,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6
Honduras,HND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Honduras,HND,Control of Corruption: Estimate,CC.EST,-1.11195814609528
Honduras,HND,Government Effectiveness: Estimate,GE.EST,-0.795222759246826
Honduras,HND,Rule of Law: Estimate,RL.EST,-1.09500813484192
Honduras,HND,Regulatory Quality: Estimate,RQ.EST,-0.550886929035187
Hungary,HUN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Hungary,HUN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Hungary,HUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Hungary,HUN,Control of Corruption: Estimate,CC.EST,-0.000498130626510829
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,0.372758895158768
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.427084535360336
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,0.318309366703033
Iceland,ISL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Iceland,ISL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iceland,ISL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Iceland,ISL,Control of Corruption: Estimate,CC.EST,1.55130612850189
Iceland,ISL,Government Effectiveness: Estimate,GE.EST,1.55512094497681
Iceland,ISL,Rule of Law: Estimate,RL.EST,1.72111761569977
Iceland,ISL,Regulatory Quality: Estimate,RQ.EST,1.28444385528564
India,IND,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
India,IND,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5
India,IND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
India,IND,Control of Corruption: Estimate,CC.EST,-0.366014748811722
India,IND,Government Effectiveness: Estimate,GE.EST,0.47511014342308
India,IND,Rule of Law: Estimate,RL.EST,0.188364565372467
India,IND,Regulatory Quality: Estimate,RQ.EST,-0.136969581246376
Indonesia,IDN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Indonesia,IDN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4
Indonesia,IDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Indonesia,IDN,Control of Corruption: Estimate,CC.EST,-0.48687219619751
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,0.58032637834549
Indonesia,IDN,Rule of Law: Estimate,RL.EST,-0.153604462742805
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,0.301378756761551
"Iran, Islamic Rep.",IRN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
"Iran, Islamic Rep.",IRN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Iran, Islamic Rep.",IRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Iran, Islamic Rep.",IRN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Iran, Islamic Rep.",IRN,Control of Corruption: Estimate,CC.EST,-1.23189043998718
"Iran, Islamic Rep.",IRN,Government Effectiveness: Estimate,GE.EST,-1.02239692211151
"Iran, Islamic Rep.",IRN,Rule of Law: Estimate,RL.EST,-1.06095492839813
"Iran, Islamic Rep.",IRN,Regulatory Quality: Estimate,RQ.EST,-1.68747353553772
Iraq,IRQ,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Iraq,IRQ,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Iraq,IRQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Iraq,IRQ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Iraq,IRQ,Control of Corruption: Estimate,CC.EST,-1.32103753089905
Iraq,IRQ,Government Effectiveness: Estimate,GE.EST,-1.38960635662079
Iraq,IRQ,Rule of Law: Estimate,RL.EST,-1.69316685199738
Iraq,IRQ,Regulatory Quality: Estimate,RQ.EST,-1.43832731246948
Ireland,IRL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Ireland,IRL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ireland,IRL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Ireland,IRL,Control of Corruption: Estimate,CC.EST,1.5752888917923
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,1.59114551544189
Ireland,IRL,Rule of Law: Estimate,RL.EST,1.63358354568481
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,1.74936389923096
Israel,ISR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Israel,ISR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Israel,ISR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Israel,ISR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Israel,ISR,Control of Corruption: Estimate,CC.EST,0.829359412193298
Israel,ISR,Government Effectiveness: Estimate,GE.EST,1.1453697681427
Israel,ISR,Rule of Law: Estimate,RL.EST,0.783846437931061
Israel,ISR,Regulatory Quality: Estimate,RQ.EST,1.12179791927338
Italy,ITA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Italy,ITA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Italy,ITA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Italy,ITA,Control of Corruption: Estimate,CC.EST,0.550129175186157
Italy,ITA,Government Effectiveness: Estimate,GE.EST,0.611036896705627
Italy,ITA,Rule of Law: Estimate,RL.EST,0.390358686447144
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,0.644031763076782
Jamaica,JAM,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Jamaica,JAM,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Jamaica,JAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7
Jamaica,JAM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Jamaica,JAM,Control of Corruption: Estimate,CC.EST,-0.112082988023758
Jamaica,JAM,Government Effectiveness: Estimate,GE.EST,0.407290458679199
Jamaica,JAM,Rule of Law: Estimate,RL.EST,-0.174516573548317
Jamaica,JAM,Regulatory Quality: Estimate,RQ.EST,0.0980334356427193
Japan,JPN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Japan,JPN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Japan,JPN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Japan,JPN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Japan,JPN,Control of Corruption: Estimate,CC.EST,1.3956606388092
Japan,JPN,Government Effectiveness: Estimate,GE.EST,1.63126504421234
Japan,JPN,Rule of Law: Estimate,RL.EST,1.53553938865662
Japan,JPN,Regulatory Quality: Estimate,RQ.EST,1.46932590007782
Jordan,JOR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Jordan,JOR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Jordan,JOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Jordan,JOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Jordan,JOR,Control of Corruption: Estimate,CC.EST,0.0886586904525757
Jordan,JOR,Government Effectiveness: Estimate,GE.EST,0.386213511228561
Jordan,JOR,Rule of Law: Estimate,RL.EST,0.257768124341965
Jordan,JOR,Regulatory Quality: Estimate,RQ.EST,0.217705458402634
Kazakhstan,KAZ,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Kazakhstan,KAZ,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kazakhstan,KAZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kazakhstan,KAZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Kazakhstan,KAZ,Control of Corruption: Estimate,CC.EST,-0.26659306883812
Kazakhstan,KAZ,Government Effectiveness: Estimate,GE.EST,0.146814674139023
Kazakhstan,KAZ,Rule of Law: Estimate,RL.EST,-0.446781367063522
Kazakhstan,KAZ,Regulatory Quality: Estimate,RQ.EST,0.0659545287489891
Kenya,KEN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Kenya,KEN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.2
Kenya,KEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Kenya,KEN,Control of Corruption: Estimate,CC.EST,-0.770913004875183
Kenya,KEN,Government Effectiveness: Estimate,GE.EST,-0.303605198860168
Kenya,KEN,Rule of Law: Estimate,RL.EST,-0.326221644878387
Kenya,KEN,Regulatory Quality: Estimate,RQ.EST,-0.390806585550308
Kiribati,KIR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Kiribati,KIR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kiribati,KIR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.9
Kiribati,KIR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Kiribati,KIR,Control of Corruption: Estimate,CC.EST,0.411750495433807
Kiribati,KIR,Government Effectiveness: Estimate,GE.EST,-0.096573106944561
Kiribati,KIR,Rule of Law: Estimate,RL.EST,0.587936818599701
Kiribati,KIR,Regulatory Quality: Estimate,RQ.EST,-0.278862416744232
"Korea, Dem. People's Rep.",PRK,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
"Korea, Dem. People's Rep.",PRK,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
"Korea, Dem. People's Rep.",PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Korea, Dem. People's Rep.",PRK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.5
"Korea, Dem. People's Rep.",PRK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Korea, Dem. People's Rep.",PRK,Control of Corruption: Estimate,CC.EST,-1.58447635173798
"Korea, Dem. People's Rep.",PRK,Government Effectiveness: Estimate,GE.EST,-1.48409974575043
"Korea, Dem. People's Rep.",PRK,Rule of Law: Estimate,RL.EST,-1.64286839962006
"Korea, Dem. People's Rep.",PRK,Regulatory Quality: Estimate,RQ.EST,-2.38633036613464
"Korea, Rep.",KOR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
"Korea, Rep.",KOR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Korea, Rep.",KOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Korea, Rep.",KOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
"Korea, Rep.",KOR,Control of Corruption: Estimate,CC.EST,0.894088566303253
"Korea, Rep.",KOR,Government Effectiveness: Estimate,GE.EST,1.40480732917786
"Korea, Rep.",KOR,Rule of Law: Estimate,RL.EST,1.24850225448608
"Korea, Rep.",KOR,Regulatory Quality: Estimate,RQ.EST,1.122523188591
Kuwait,KWT,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Kuwait,KWT,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kuwait,KWT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kuwait,KWT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Kuwait,KWT,Control of Corruption: Estimate,CC.EST,0.206611827015877
Kuwait,KWT,Government Effectiveness: Estimate,GE.EST,0.0075402706861496
Kuwait,KWT,Rule of Law: Estimate,RL.EST,0.341668486595154
Kuwait,KWT,Regulatory Quality: Estimate,RQ.EST,0.320921540260315
Kyrgyz Republic,KGZ,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
Kyrgyz Republic,KGZ,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kyrgyz Republic,KGZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Kyrgyz Republic,KGZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Kyrgyz Republic,KGZ,Control of Corruption: Estimate,CC.EST,-1.22109532356262
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.890727877616882
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-1.1741224527359
Kyrgyz Republic,KGZ,Regulatory Quality: Estimate,RQ.EST,-0.616720378398895
Lao PDR,LAO,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..
